5.315320873762547271e+05,5.315320873762547271e+05,0.000000000000000000e+00,2.387643698602914810e-02,0.000000000000000000e+00,3.546884659385798333e-01,2.000000000000000042e-02
5.515780361523183528e+05,5.515780361523183528e+05,0.000000000000000000e+00,3.249659197172150016e-02,0.000000000000000000e+00,3.550142659385798760e-01,2.000000000000000042e-02
5.713153027348752366e+05,5.713153027348752366e+05,0.000000000000000000e+00,4.164039297029376030e-02,0.000000000000000000e+00,3.554848659385798637e-01,2.000000000000000042e-02
5.907422160568299005e+05,5.907422160568299005e+05,0.000000000000000000e+00,5.145213397918269038e-02,0.000000000000000000e+00,3.548332659385798338e-01,2.000000000000000042e-02
6.098025541370044230e+05,6.098025541370044230e+05,0.000000000000000000e+00,6.184923596447333694e-02,0.000000000000000000e+00,3.551590659385798210e-01,2.000000000000000042e-02
6.284068839219107758e+05,6.284068839219107758e+05,0.000000000000000000e+00,7.226943498244509101e-02,0.000000000000000000e+00,3.543988659385798323e-01,2.000000000000000042e-02
6.464744055338223698e+05,6.464744055338223698e+05,0.000000000000000000e+00,8.305417600786313415e-02,0.000000000000000000e+00,3.553400659385798077e-01,2.000000000000000042e-02
6.639478260446225759e+05,6.639478260446225759e+05,0.000000000000000000e+00,9.265939501347020268e-02,0.000000000000000000e+00,3.554124659385798357e-01,2.000000000000000042e-02
6.807598116267094156e+05,6.807598116267094156e+05,0.000000000000000000e+00,1.037097160005941987e-01,0.000000000000000000e+00,3.546160659385798053e-01,2.000000000000000042e-02
6.968280399032046553e+05,6.968280399032046553e+05,0.000000000000000000e+00,1.157887899898923934e-01,0.000000000000000000e+00,3.547608659385798613e-01,2.000000000000000042e-02
7.120672569964459399e+05,7.120672569964459399e+05,0.000000000000000000e+00,1.238365939934737980e-01,0.000000000000000000e+00,3.559554659385798514e-01,2.000000000000000042e-02
7.264199266166320303e+05,7.264199266166320303e+05,0.000000000000000000e+00,1.325840379577130079e-01,0.000000000000000000e+00,3.553400659385798077e-01,2.000000000000000042e-02
7.398811067884078948e+05,7.398811067884078948e+05,0.000000000000000000e+00,1.415186669910326600e-01,0.000000000000000000e+00,3.544712659385798603e-01,2.000000000000000042e-02
7.524291412911784137e+05,7.524291412911784137e+05,0.000000000000000000e+00,1.535117329913191497e-01,0.000000000000000000e+00,3.551590659385798210e-01,2.000000000000000042e-02
7.640112243564710952e+05,7.640112243564710952e+05,0.000000000000000000e+00,1.612566139665432274e-01,0.000000000000000000e+00,3.551952659385798627e-01,2.000000000000000042e-02
7.745896800438375212e+05,7.745896800438375212e+05,0.000000000000000000e+00,1.724543459713459015e-01,0.000000000000000000e+00,3.545798659385798191e-01,2.000000000000000042e-02
7.841172475372435292e+05,7.841172475372435292e+05,0.000000000000000000e+00,1.825547670014202595e-01,0.000000000000000000e+00,3.560278659385798239e-01,2.000000000000000042e-02
7.925604222841282608e+05,7.925604222841282608e+05,0.000000000000000000e+00,1.914190169773064554e-01,0.000000000000000000e+00,3.557020659385798367e-01,2.000000000000000042e-02
7.999315474564145552e+05,7.999315474564145552e+05,0.000000000000000000e+00,2.020487719564698637e-01,2.000000000000000000e+00,3.552676659385798352e-01,2.000000000000000042e-02
8.062462410315260058e+05,8.062462410315260058e+05,0.000000000000000000e+00,2.121698610135354102e-01,2.000000000000000000e+00,3.555572659385797807e-01,2.000000000000000042e-02
8.115012701649417868e+05,8.115012701649417868e+05,0.000000000000000000e+00,2.224683449603617191e-01,2.000000000000000000e+00,3.543264659385798043e-01,2.000000000000000042e-02
8.156978302703056252e+05,8.156978302703056252e+05,0.000000000000000000e+00,2.327105429721996188e-01,2.000000000000000000e+00,3.547970659385797920e-01,2.000000000000000042e-02
8.188579025030650664e+05,8.188579025030650664e+05,0.000000000000000000e+00,2.417337860097177327e-01,0.000000000000000000e+00,3.542178659385798456e-01,2.000000000000000042e-02
8.210343415494109504e+05,8.210343415494109504e+05,0.000000000000000000e+00,2.531109609990380704e-01,0.000000000000000000e+00,3.550866659385797930e-01,2.000000000000000042e-02
8.223171251427944517e+05,8.223171251427944517e+05,0.000000000000000000e+00,2.621948829619213939e-01,0.000000000000000000e+00,3.556296659385798087e-01,2.000000000000000042e-02
8.227723659359383164e+05,8.227723659359383164e+05,0.000000000000000000e+00,2.714071159716695547e-01,0.000000000000000000e+00,3.547608659385798613e-01,2.000000000000000042e-02
8.224258211907654768e+05,8.224258211907654768e+05,0.000000000000000000e+00,2.820469069993123412e-01,0.000000000000000000e+00,3.550866659385797930e-01,2.000000000000000042e-02
8.213034726680963067e+05,8.213034726680963067e+05,0.000000000000000000e+00,2.951114749885164201e-01,0.000000000000000000e+00,3.544712659385798603e-01,2.000000000000000042e-02
8.194451777965743095e+05,8.194451777965743095e+05,0.000000000000000000e+00,3.026234220014885068e-01,1.000000000000000000e+00,3.552676659385798352e-01,2.000000000000000042e-02
8.168388987415955635e+05,8.168388987415955635e+05,0.000000000000000000e+00,3.123819369939155877e-01,1.000000000000000000e+00,3.547970659385797920e-01,2.000000000000000042e-02
8.134483746737638721e+05,8.134483746737638721e+05,0.000000000000000000e+00,3.229679699870757759e-01,1.000000000000000000e+00,3.551952659385798627e-01,2.000000000000000042e-02
8.092449754122040467e+05,8.092449754122040467e+05,0.000000000000000000e+00,3.308900789706967771e-01,1.000000000000000000e+00,3.558106659385797954e-01,2.000000000000000042e-02
8.041462114215237089e+05,8.041462114215237089e+05,0.000000000000000000e+00,3.420076519832946360e-01,0.000000000000000000e+00,3.551228659385798347e-01,2.000000000000000042e-02
7.980565014487711014e+05,7.980565014487711014e+05,0.000000000000000000e+00,3.548247789731249213e-01,0.000000000000000000e+00,3.549780659385798343e-01,2.000000000000000042e-02
7.909069061946736183e+05,7.909069061946736183e+05,0.000000000000000000e+00,3.630613089771941304e-01,0.000000000000000000e+00,3.551952659385798627e-01,2.000000000000000042e-02
7.826460178352963412e+05,7.826460178352963412e+05,0.000000000000000000e+00,3.727724910131655633e-01,0.000000000000000000e+00,3.554848659385798637e-01,2.000000000000000042e-02
7.732244249759427039e+05,7.732244249759427039e+05,0.000000000000000000e+00,3.887622929760254920e-01,0.000000000000000000e+00,3.554848659385798637e-01,2.000000000000000042e-02
7.626311320220150519e+05,7.626311320220150519e+05,0.000000000000000000e+00,3.948035059729591012e-01,0.000000000000000000e+00,3.550504659385798067e-01,2.000000000000000042e-02
7.508848715315108420e+05,7.508848715315108420e+05,0.000000000000000000e+00,4.025020069675520062e-01,0.000000000000000000e+00,3.554486659385798220e-01,2.000000000000000042e-02
