2.330000000000000000e+02,-2.970000000000000000e+02,8.646000000000000000e+03,-1.260000000000000000e+02,-9.200000000000000000e+01,8.900000000000000000e+01,3.770600000000000000e+04,4.609200000000000000e+04,3.971000000000000000e+04,4.597600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.627882299975681235e-02,4.990000000000000000e+02
-2.210000000000000000e+02,-1.270000000000000000e+02,8.836000000000000000e+03,-1.140000000000000000e+02,-6.800000000000000000e+01,8.500000000000000000e+01,3.769400000000000000e+04,4.584200000000000000e+04,3.974600000000000000e+04,4.614200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.156446599996343139e-02,4.990000000000000000e+02
1.630000000000000000e+02,-2.970000000000000000e+02,8.859000000000000000e+03,-1.790000000000000000e+02,-1.740000000000000000e+02,6.100000000000000000e+01,3.710000000000000000e+04,4.626000000000000000e+04,4.020800000000000000e+04,4.557400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.173773899992738734e-02,5.250000000000000000e+02
2.340000000000000000e+02,-1.960000000000000000e+02,8.648000000000000000e+03,-1.630000000000000000e+02,-1.880000000000000000e+02,7.000000000000000000e+01,3.805200000000000000e+04,4.595300000000000000e+04,3.936400000000000000e+04,4.611000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.268714799967710860e-02,5.250000000000000000e+02
5.500000000000000000e+01,-1.310000000000000000e+02,8.728000000000000000e+03,-1.040000000000000000e+02,-1.270000000000000000e+02,7.200000000000000000e+01,3.664800000000000000e+04,4.603300000000000000e+04,4.068500000000000000e+04,4.598100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,6.168065199972261325e-02,5.250000000000000000e+02
2.640000000000000000e+02,-1.210000000000000000e+02,8.909000000000000000e+03,-6.700000000000000000e+01,-7.400000000000000000e+01,7.100000000000000000e+01,3.847500000000000000e+04,4.508600000000000000e+04,3.903300000000000000e+04,4.692000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.336323999970773002e-02,5.250000000000000000e+02
4.000000000000000000e+01,1.700000000000000000e+02,8.767000000000000000e+03,-1.170000000000000000e+02,-6.300000000000000000e+01,5.300000000000000000e+01,3.813000000000000000e+04,4.482000000000000000e+04,3.929700000000000000e+04,4.712400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.311556199987535365e-02,5.250000000000000000e+02
-4.600000000000000000e+01,8.800000000000000000e+01,8.396000000000000000e+03,-1.470000000000000000e+02,-4.500000000000000000e+01,6.100000000000000000e+01,3.939300000000000000e+04,4.547400000000000000e+04,3.840300000000000000e+04,4.671800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.160864399973434047e-02,5.460000000000000000e+02
1.680000000000000000e+02,-3.310000000000000000e+02,8.431000000000000000e+03,-8.600000000000000000e+01,4.400000000000000000e+01,5.500000000000000000e+01,3.941300000000000000e+04,4.568100000000000000e+04,3.847800000000000000e+04,4.663600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.017167299996799557e-01,5.460000000000000000e+02
2.560000000000000000e+02,-9.900000000000000000e+01,8.614000000000000000e+03,-7.100000000000000000e+01,5.000000000000000000e+01,5.300000000000000000e+01,3.956300000000000000e+04,4.569800000000000000e+04,3.865900000000000000e+04,4.685300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.126546489999782352e-01,5.460000000000000000e+02
-3.900000000000000000e+01,1.120000000000000000e+02,8.217000000000000000e+03,-8.000000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+01,3.983400000000000000e+04,4.625600000000000000e+04,3.843200000000000000e+04,4.643300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.230590079999274167e-01,5.460000000000000000e+02
